filename;content;junior;senior;expert;consensus
199.yaml;TITLE : Integration Hub\nDESCRIPTION :\n      This APIs interact with Bitcoin, Ethereum and ThorsHammer blockchain\nENDPOINTS :\n    - GET /registerToken\n      Get API Token\n    - GET /btcmainnet/getblockcount\n      Get current block number\n    - GET /btcmainnet/getbestblockhash\n      Get best block hash\n    - POST /btcmainnet/getblock\n      Get block details from a block hash\n    - GET /btcmainnet/getblockchaininfo\n      Get blockchain information\n    - POST /btcmainnet/getblockhash\n      Get block hash from a block number\n    - POST /btcmainnet/getblockheader\n      Get information about blockheader\n    - POST /btcmainnet/getblockstats\n      Get information about block statistic\n    - GET /btcmainnet/getdifficulty\n      Get information about POW difficulty\n    - GET /btcmainnet/getmemoryinfo\n      Get information about memory usage\n    - GET /btcmainnet/uptime\n      Get information about uptime\n    - GET /btcmainnet/getconnectioncount\n      Get information about connection count\n    - GET /btcmainnet/getnettotals\n      Get information about network summary\n    - GET /btcmainnet/getpeerinfo\n      Get information about each connected network node\n    - GET /btcmainnet/ping\n      P2P ping\n    - POST /btcmainnet/getutxobyaddress\n      Address UTXO\n    - POST /btcmainnet/getbalancebyaddress\n      Address balance\n    - POST /btcmainnet/gettransactionbytxid\n      Transaction by transaction hash\n    - POST /btcmainnet/gettransactionbyaddress\n      Transaction by address\n    - POST /btcmainnet/createrawtransaction\n      Create raw transaction;transfer;blockchain;blockchain;blockchain
2.yaml;TITLE : UPBOND NFT WALLET DOCUMENTATION\nDESCRIPTION :\n      This is an example of using Upbond nft wallet documentation\nENDPOINTS :\n    - POST /integration-new-wallet\n      Create new address\n    - GET /wallet/profile\n      Get Wallet\n    - POST /integration-mint\n      Mint new nft\n    - GET /integration-detail/{id}\n      Get Detail\n    - POST /integration-purchase/{id}\n      Purchase NFT\n    - GET /owned/{address}\n      Gets NFTs owned\n    - GET /token-owners/{address}/{token_id}\n      Gets NFTs token owner\n    - GET /transaction/{id}\n      Get Detail Transaction\n    - GET /nft/{address}/{token_id}\n      Get NFT Metadata;blockchain;blockchain;blockchain;blockchain
20.yaml;TITLE : Banking API\nDESCRIPTION :\n      Codat's Banking API allows you to access standardised data from over bank accounts via third party providers.\n      Standardize how you connect to your customers’ bank accounts. Retrieve bank account and bank transaction data in\n      the same way via our partnerships with Plaid and TrueLayer.  [Read more...](https://docs.codat.io/banking-\n      api/overview)  [See our OpenAPI spec](https://github.com/codatio/oas)\nENDPOINTS :\n    - GET /companies/{companyId}/connections/{connectionId}/data/banking-accountBalances\n      List account balances\n    - GET /companies/{companyId}/connections/{connectionId}/data/banking-accounts\n      List accounts\n    - GET /companies/{companyId}/connections/{connectionId}/data/banking-accounts/{accountId}\n      Get account\n    - GET /companies/{companyId}/connections/{connectionId}/data/banking-transactionCategories\n      List all transaction categories\n    - GET /companies/{companyId}/connections/{connectionId}/data/banking-transactionCategories/{transactionCategoryId}\n      Get transaction category\n    - GET /companies/{companyId}/connections/{connectionId}/data/banking-transactions\n      List transactions\n    - GET /companies/{companyId}/connections/{connectionId}/data/banking-transactions/{transactionId}\n      Get bank transaction\n    - GET /companies/{companyId}/data/banking-transactions\n      List banking transactions;banking;banking;banking;banking
201.yaml;TITLE : KiwiSaver\nDESCRIPTION :\n      This KiwiSaver API specification describes Inland Revenue's suite of digital services available for consumption by\n      our service providers that facilitate KiwiSaver interactions. For KiwiSaver API availability, please use the Web\n      Service Status. This service will return HTTP 200 and an OK message if the API is available.\nENDPOINTS :\n    - GET /Adjustments\n      KiwiSaver Adjustment GET\n    - POST /Claim\n      KiwiSaver Claims POST\n    - GET /Contributions\n      KiwiSaver Contributions GET\n    - POST /Contributions\n      KiwiSaver Contributions POST\n    - GET /Control\n      KiwiSaver Control GET\n    - PUT /Control\n      KiwiSaver Control PUT\n    - GET /Enrolment\n      KiwiSaver Enrolment GET\n    - POST /Enrolment\n      KiwiSaver Enrolment POST\n    - PUT /Enrolment\n      KiwiSaver Enrolment PUT\n    - GET /Errors\n      KiwiSaver Errors GET\n    - POST /Errors\n      KiwiSaver Errors POST\n    - POST /PaymentAdvice\n      KiwiSaver Payment Advice POST\n    - GET /status\n      Web Service Status;;other;savings;NO_CONSENSUS
202.yaml;TITLE : API Support - Business Banking - Interbank Transfer Order V1\nDESCRIPTION :\n      API Support For Manage Interbank Transfer order <br> <b>Service Domain:</b> `Payment Order`  <br>\nENDPOINTS :\n    - GET /interbank-transfer-orders\n      Allows obtaining the details of a interbank transfer order.\n    - POST /interbank-transfer-orders\n      Allows you to save the header of a interbank transfer order.\n    - PATCH /interbank-transfer-orders/{orderId}\n      Update a Interbank transfer Order\n    - PUT /interbank-transfer-orders/test/{orderId}\n      Update a Interbank transfer Order Complete\n    - POST /interbank-transfer-orders/interbank-transfer-order-items\n      Allows you to record the detail of a interbank transfer order.;banking;transfer;transfer;transfer
204.yaml;TITLE : Market Data API\nDESCRIPTION :\n\nENDPOINTS :\n    - POST /oauth/token\n      Client Credentials\n    - GET /asset\n      List all assets\n    - GET /asset/{id}\n      Retrieve an asset\n    - GET /market\n      List all markets\n    - GET /market/{id}\n      Retrieve a market\n    - GET /exchange\n      List all exchanges\n    - GET /exchange/{id}\n      Retrieve an exchange\n    - GET /exchange-ticker\n      List all exchange tickers\n    - GET /index-ticker\n      Get intraday\n    - GET /ohlcv\n      Get end of day Open, High, Low, Close, Volumes\n    - GET /market-cap\n      List the market capitalisation for assets\n    - GET /derivatives/contract/{derivative_type}\n      List all contracts\n    - GET /derivatives/contract/{derivative_type}/{id}\n      Retrieve a contract\n    - GET /derivatives/ticker/{derivative_type}\n      Get tickers\n    - GET /convert\n      Convert the value of one asset into another asset;other;trading;trading;trading
205.yaml;TITLE : accounting:clients\nDESCRIPTION :\n      API for retrieving information about accounting clients.\nENDPOINTS :\n    - GET /accounting/v2/clients\n      Returns a list of clients.\n    - GET /accounting/v2/clients/{client-id}\n      Retrieve a specific client.;client;client;client;client
206.yaml;TITLE : Shopper Shipping\nDESCRIPTION :\n      This API will be used to manage packages that need to be shipped to customers.\nENDPOINTS :\n    - GET /customer\n      Get a list of all customers\n    - POST /customer\n      Create a new customer\n    - DELETE /customer\n      Delete all customer in system (only available for testing)\n    - GET /customer/{id}\n      Get a single customer record\n    - DELETE /customer/{id}\n      Delete a customer\n    - GET /customer/{id}/packages\n      Get a list of packages for a given customer\n    - POST /customer/{id}/packages\n      Create a new package\n    - DELETE /customer/{id}/packages\n      Delete a packages\n    - GET /customer/{cid}/packages/{pid}\n      Get a single package;client;client;;client
207.yaml;TITLE : Financial Planning Domain Service\nDESCRIPTION :\n      Financial Planning Domain Service\nENDPOINTS :\n    - GET /clients/{clientId}/insurance-policies\n      Gets the insurance policies for the client\n    - PUT /insurance-policies/bulk\n      Updates the insurance policies for the client\n    - POST /insurance-policies/bulk\n      Creates the insurance policies for the client\n    - DELETE /insurance-policies/bulk\n      Deletes the insurance policies for the client\n    - GET /clients/{clientId}/estate-plan\n      Gets the estate plans for the client\n    - PUT /clients/{clientId}/estate-plan\n      Updates the estate plan for the client\n    - GET /clients/{clientId}/tax-plan\n      Gets the tax plan for the client\n    - PUT /clients/{clientId}/tax-plan\n      Updates the tax plan for the client\n    - POST /risk-tolerances/mgp\n      Creates the MoneyGuidePro Risk Tolerances for the client\n    - POST /risk-tolerances\n      Creates a new risk tolerance result for the client\n    - POST /risk-tolerances-token\n      Creates a new risk tolerance result authorized via token\n    - GET /clients/{clientId}/risk-tolerances\n      Gets the risk tolerance for the client\n    - GET /households/{householdId}/risk-tolerances\n      Get risk tolerance from given household\n    - GET /clients/{clientId}/financial-priorities\n      Returns the list of Financial Priorities for the client\n    - PUT /clients/{clientId}/financial-priorities\n      Updates the given financial priorities for a client\n    - POST /financial-goals\n      Creates a financial priority goal\n    - PUT /financial-goals/{goalId}\n      Updates the given financial priority goal\n    - DELETE /financial-goals/{goalId}\n      Deletes a financial priority goal;other;client;client;client
208.yaml;TITLE : BasicCreditService\nDESCRIPTION :\n\nENDPOINTS :\n    - POST /BasicCreditInitializeRequest\n    - POST /BasicCreditCalculatePoSRequest;other;loan-mortgage;loan-mortgage;loan-mortgage
209.yaml;TITLE : ts.crypto.platform.wallets.api\nDESCRIPTION :\n      Crypto Wallets API is going to support REST and WebSocket endpoint that will act as a proxy between Web API and\n      Deltix. Web API requests will contain Brokerage Account Number whereever possible.     The Crypto Wallets API will\n      provide the Crypto ID (from the bearer token supplied by Web API Request) and Brokerage Account Number to User\n      Relationship Service and retrive associated Deltix User ID and permissions for given cryptoId on the brokerage\n      account Number (Owner, AuthorizedTrader etc.). Based on the roles, Crypto Wallets API will make a decision on\n      whether to call Deltix APIs/Websockets or not.    In Order to support one account calling APIs/Websocket on [...]\nENDPOINTS :\n    - GET /api/v1/Accounts/{accountNumber}\n      Get Crypto Accounts by Brokerage Account Number\n    - GET /api/v1/Currencies/{accountNumber}\n      Get Currencies by Brokerage Account Number\n    - GET /ws/v1/Balances\n      Subscribe Balances;trading;blockchain;blockchain;blockchain
21.yaml;"TITLE : PhantAuth\nDESCRIPTION :\n      Random User Generator + OpenID Connect Provider. Like Lorem Ipsum, but for user accounts and authentication.  The\n      PhantAuth API documentation is available on the following API documentation sites:  -\n      [apiary](https://phantauth.docs.apiary.io) (primary source)  - [speca](https://speca.io/phantauth/phantauth)  -\n      [PhantAuth Developer Portal](https://www.phantauth.net/api)  ### TL;DR  **PhantAuth was designed to simplify\n      testing for applications using OpenID Connect authentication by making use of random generated users.**  endpoint\n      | address --------- | ------- issuer    | https://phantauth.net discovery | https://phantauth.net/.well- [...]\nENDPOINTS :\n    - POST /client\n      Create a Client Selfie\n    - GET /client/{client_id}\n      Get a Client\n    - GET /client/{client_id}/token/{kind}\n      Get a Client Token\n    - GET /domain/{domainname}\n      Get a Domain\n    - GET /fleet/{fleetname}\n      Get a Fleet\n    - GET /team/{teamname}\n      Get a Team\n    - GET /tenant/{tenantname}\n      Get a Tenant\n    - POST /user\n      Create a User Selfie\n    - GET /user/{username}\n      Get a User\n    - GET /user/{username}/token/{kind}\n      Get a User Token";user-password;user-password;user-password;user-password
